content,length,word_count,type
CONTINENTAL BUILDERS AND DEVELOPERS,35,4,javascript
SHRI GURUJI GREEN PARK,22,4,javascript
ACK/KA/RERA/1251/310/PR/190701/003388,37,1,javascript
PRM/KA/RERA/1248/469/PR/280324/006743,37,1,javascript
ACK/KA/RERA/1257/334/PR/180810/002534,37,1,javascript
HERBAL GREENS,13,2,javascript
PRM/KA/RERA/1250/304/PR/220623/006017,37,1,javascript
KBR NAVARATHNA RESIDENCY,24,3,javascript
Neelgund Developers &amp; Builders Pvt. Ltd.,44,6,javascript
BALAJI LAKE VIEW PHASE 1,24,5,javascript
PRM/KA/RERA/1251/446/PR/170915/000232,37,1,javascript
PRM/KA/RERA/1251/309/PR/171010/000768,37,1,javascript
ACK/KA/RERA/1262/435/PR/210627/005037,37,1,javascript
Jyothi P,8,2,javascript
ACK/KA/RERA/1259/411/PR/211023/005328,37,1,javascript
AMARA JYOTHI NAGARA,19,3,javascript
GLOBAL EDIFICE INFRA,20,3,javascript
LEGACY MEADOWS 2,16,3,javascript
ANAVEKAR LANDMARK,17,2,javascript
JR CLUB CLASS,13,3,javascript
ACK/KA/RERA/1251/308/PR/180606/002322,37,1,javascript
SRC DIVAKARS,12,2,javascript
SPRING WOODS II,15,3,javascript
ACK/KA/RERA/1248/469/PR/050323/006914,37,1,javascript
PRM/KA/RERA/1259/479/PR/200123/003226,37,1,javascript
PRM/KA/RERA/1251/309/PR/070324/006697,37,1,javascript
Damodara Reddy Regalla,22,3,javascript
PRM/KA/RERA/1268/378/PR/180420/001535,37,1,javascript
PRM/KA/RERA/1251/446/PR/050522/004856,37,1,javascript
ACK/KA/RERA/1257/334/PR/310323/007008,37,1,javascript
PR/KN/170731/000425,19,1,javascript
PR/KN/170731/000410,19,1,javascript
MAPPLE AVVENUE,14,2,javascript
ACK/KA/RERA/1251/310/PR/180915/002628,37,1,javascript
KRUSHI NANDI ENCLAVE,20,3,javascript
ATHIEF HUSSAIN ABDUS SALAM,26,4,javascript
PRM/KA/RERA/1251/310/PR/210522/004887,37,1,javascript
POORVI INFINITE PRIVATE LIMITED,31,4,javascript
PRM/KA/RERA/1251/308/PR/041122/005403,37,1,javascript
MUNIREDDY,9,1,javascript
TOR/PRM/KA/RERA/1251/308/PR/240521/001584,41,1,javascript
PRM/KA/RERA/1250/303/PR/171023/006343,37,1,javascript
SVS SILVER OAKS,15,3,javascript
PRM/KA/RERA/1251/446/PR/180627/001914,37,1,javascript
Avory,5,1,javascript
SA AGADI TOWNSHIP,17,3,javascript
ACK/KA/RERA/1251/446/PR/210201/004580,37,1,javascript
DF SILVERLINE QUEENS TERRACES,29,4,javascript
SV CONSTRUCTIONS,16,2,javascript
TOR/ACK/KA/RERA/1251/308/PR/240515/008147,41,1,javascript
M/s SINGHVI INFRA,17,3,javascript
ACK/KA/RERA/1251/309/PR/281022/006467,37,1,javascript
PR/KN/170731/000490,19,1,javascript
ACK/KA/RERA/1251/310/PR/240522/005984,37,1,javascript
GUNDERAO S PADMAJI,18,3,javascript
PR/KN/170731/000858,19,1,javascript
Prathamm Indraprastha,21,2,javascript
PR/KN/180109/002623,19,1,javascript
ACK/KA/RERA/1257/336/PR/190805/003482,37,1,javascript
Kundavada road layout,21,3,javascript
SHRIYA SHIVSHAKTI AVENUE,24,3,javascript
PR/KN/170729/000165,19,1,javascript
ACK/KA/RERA/1251/309/PR/180803/002518,37,1,javascript
SRI SAI AASARE-PHASE 3,22,4,javascript
PRM/KA/RERA/1257/334/PR/180420/001519,37,1,javascript
Mohammed Tanveer,16,2,javascript
PRM/KA/RERA/1251/309/PR/190506/002550,37,1,javascript
PR/KN/170901/001969,19,1,javascript
LAXMAN RAMESH,13,2,javascript
SHRI HANUMAN ENTERPRISES,24,3,javascript
ROYAAL INFRASTRUCTURES,22,2,javascript
Shilpitha Royal Oak,19,3,javascript
C T KRISHNAMURTHY,17,3,javascript
The California County,21,3,javascript
THE SANCTUARY PHASE III,23,4,javascript
SOHO BY BREN,12,3,javascript
PR/KN/170731/000809,19,1,javascript
PRM/KA/RERA/1263/419/PR/210208/003843,37,1,javascript
ACK/KA/RERA/1262/430/PR/200623/004098,37,1,javascript
PRM/KA/RERA/1251/446/PR/180420/001506,37,1,javascript
PR/KN/170824/001477,19,1,javascript
ssvrconstructions,17,1,javascript
PRM/KA/RERA/1256/327/PR/211028/004411,37,1,javascript
ACK/KA/RERA/1251/310/PR/210823/007376,37,1,javascript
ACK/KA/RERA/1276/421/PR/081223/007656,37,1,javascript
PRM/KA/RERA/1251/308/PR/210824/004286,37,1,javascript
SAI KRISHNA DEVELOPERS,22,3,javascript
RAMANNA K,9,2,javascript
AAkruthi LAkeside,17,2,javascript
GEEKAY SMART CITY,17,3,javascript
IRISE,5,1,javascript
PRM/KA/RERA/1251/310/PR/180516/001689,37,1,javascript
PRM/KA/RERA/1248/469/PR/220113/004634,37,1,javascript
UNICON PROJECTS,15,2,javascript
SAI NANDANA PROPERTIES,22,3,javascript
ANIL KUMAR SHET S,17,4,javascript
PR/KN/170831/001831,19,1,javascript
CMC Hiriyur,11,2,javascript
ACK/KA/RERA/1251/308/PR/210220/004707,37,1,javascript
PARVI SHELTERSS,15,2,javascript
Azur,4,1,javascript
M/S SHRI MARUTHI PROPERTIES,27,4,javascript
PRM/KA/RERA/1249/447/PR/011024/007109,37,1,javascript
PRM/KA/RERA/1251/446/PR/171031/001660,37,1,javascript
PRM/KA/RERA/1268/378/PR/291022/005378,37,1,javascript
PRM/KA/RERA/1251/309/PR/260522/004923,37,1,javascript
Amrit Homes,11,2,javascript
PRIME ESTATES,13,2,javascript
Comfort Builders and Developers,31,4,javascript
Jiyaulla,8,1,javascript
ACK/KA/RERA/1257/334/PR/180621/002369,37,1,javascript
ACK/KA/RERA/1251/309/PR/201219/004454,37,1,javascript
PR/KN/170801/000840,19,1,javascript
Krishna Kruthi CR Pride,23,4,javascript
Sri Rajyalakshmi Developers,27,3,javascript
PRM/KA/RERA/1257/334/PR/210804/004246,37,1,javascript
Dayasagar D S,13,3,javascript
CHOWRIAPPA CONSTELLATION,24,2,javascript
RED TREE ESTATES PRIVATE LIMITED,32,5,javascript
Mr SHIVAKUMAR,13,2,javascript
Pashmina Waterfront -Phase-I,28,3,javascript
ACK/KA/RERA/1257/334/PR/020524/008104,37,1,javascript
SDR CONSTRUCTIONS,17,2,javascript
Prospect Group,14,2,javascript
ACK/KA/RERA/1271/486/PR/181205/002875,37,1,javascript
Jankal Infinity Projects Private Limited,40,5,javascript
ACK/KA/RERA/1251/310/PR/200130/003870,37,1,javascript
BHOOMIKA SUNRISE,16,2,javascript
Vaishnavi Infrastructure and Properties LLP,43,5,javascript
ACK/KA/RERA/1251/310/PR/190207/003027,37,1,javascript
VIZIPA CONSTRUCTIONS PRIVATE LIMITED,36,4,javascript
PRM/KA/RERA/1275/448/PR/211123/004535,37,1,javascript
PRM/KA/RERA/1251/308/PR/210208/003878,37,1,javascript
G.R. SAMSKRUTHI,15,2,javascript
PR/KN/170830/001530,19,1,javascript
PRM/KA/RERA/1251/308/PR/171230/001846,37,1,javascript
Nisarga Tejas Orchid Phase 2,28,5,javascript
ACK/KA/RERA/1268/378/PR/120324/007944,37,1,javascript
SAI HOMES,9,2,javascript
Southend 2,10,2,javascript
S.Goutham,9,1,javascript
FILCON,6,1,javascript
info.vaibhavupavan@gmail.com,28,1,javascript
PRM/KA/RERA/1265/347/PR/200923/006273,37,1,javascript
PRM/KA/RERA/1251/310/PR/171031/001509,37,1,javascript
SKANDA AVANI C99,16,3,javascript
pan associates,14,2,javascript
NAVAJYOTHI DEVELOPERS,21,2,javascript
Right Sankalpa,14,2,javascript
Shree Sai Sroperties,20,3,javascript
The Blend By Northernsky,24,4,javascript
PRM/KA/RERA/1251/446/PR/180612/001899,37,1,javascript
ACK/KA/RERA/1252/473/PR/221220/006639,37,1,javascript
ACK/KA/RERA/1257/335/PR/260322/005809,37,1,javascript
mehidevelopers,14,1,javascript
SRIVARA VISTARA,15,2,javascript
ACK/KA/RERA/1259/410/PR/180416/002179,37,1,javascript
AGRAJA MANJUSHREE,17,2,javascript
PR/KN/170731/000578,19,1,javascript
ACK/KA/RERA/1250/303/PR/041123/007576,37,1,javascript
Hanumanthappa Chanabasappa Kasaval,34,3,javascript
ACK/KA/RERA/1251/446/PR/180502/002215,37,1,javascript
Venugram Vajra,14,2,javascript
BRINDAVAN,9,1,javascript
Heritage Infra,14,2,javascript
LIVISTA HOMES,13,2,javascript
VIKYATH PROPERTIES PVT LTD,26,4,javascript
VRUSHABH VENTURES,17,2,javascript
PR/KN/170731/000273,19,1,javascript
PRM/KA/RERA/1251/446/PR/200224/006649,37,1,javascript
"MASCOT CONSTRUCTIONS, MICRO INFRASTRUCTURE, ANUSHKA INVESTMENTS",63,6,javascript
PRM/KA/RERA/1251/446/PR/200811/003527,37,1,javascript
PR/KN/171117/002410,19,1,javascript
Sobha Rajvilas,14,2,javascript
KSRTC Badavane PH1,18,3,javascript
ACK/KA/RERA/1251/308/PR/010224/007824,37,1,javascript
ACK/KA/RERA/1251/446/PR/281222/006671,37,1,javascript
SHAKTHIDHAMA PREMIUM,20,2,javascript
ACK/KA/RERA/1248/469/PR/190316/003132,37,1,javascript
ACK/KA/RERA/1259/479/PR/201124/004391,37,1,javascript
PRM/KA/RERA/1254/465/PR/200515/003409,37,1,javascript
PR/KN/170817/001316,19,1,javascript
M/s. SVS Developers,19,3,javascript
MANA CONSTRUCTIONS LLP,22,3,javascript
Tattva Homes,12,2,javascript
ACK/KA/RERA/1251/309/PR/060224/007839,37,1,javascript
ACK/KA/RERA/1251/446/PR/180323/006977,37,1,javascript
SRI BALAJI SIGNATURE,20,3,javascript
SAI PURVI DEVELOPERS,20,3,javascript
PRM/KA/RERA/1251/309/PR/171014/000619,37,1,javascript
Vistaspaces Sun (Raintree) Private Limited,42,5,javascript
GRAND DUKE,10,2,javascript
UNIIDUS BREEZE,14,2,javascript
PR/KN/170731/000318,19,1,javascript
Brigade Oak Tree Place,22,4,javascript
MEENAKSHI DEVELOPER BANGALORE PRIVATE LIMITED,45,5,javascript
OSADIA GARDEN CITY,18,3,javascript
TOR/PRM/KA/RERA/1257/334/PR/230315/004229,41,1,javascript
ACK/KA/RERA/1249/367/PR/200821/004191,37,1,javascript
ACK/KA/RERA/1271/486/PR/201204/004420,37,1,javascript
PRM/KA/RERA/1263/420/PR/211108/004477,37,1,javascript
PRM/KA/RERA/1268/378/PR/190809/002794,37,1,javascript
Software Engineer and Doctors Housing Co-operative Society Limited,66,8,javascript
ACK/KA/RERA/1251/446/PR/090622/006032,37,1,javascript
ARCHANA PROJECTS,16,2,javascript
"composite housing scheme at various s.n in Raysandra village , Kanakapura taluk, Ramanagara dist",96,14,javascript
inclover,8,1,javascript
PRM/KA/RERA/1265/347/PR/211130/004556,37,1,javascript
ACK/KA/RERA/1263/420/PR/210217/004683,37,1,javascript
Bold Aspire,11,2,javascript
PRM/KA/RERA/1251/309/PR/180516/001679,37,1,javascript
ACK/KA/RERA/1250/304/PR/190723/007294,37,1,javascript
ACK/KA/RERA/1247/299/PR/211026/005409,37,1,javascript
ACK/KA/RERA/1276/422/PR/211026/005402,37,1,javascript
PRM/KA/RERA/1251/308/PR/211108/004474,37,1,javascript
ACK/KA/RERA/1251/446/PR/210720/005091,37,1,javascript
CONSTRUCTION OF 250 (GF) DUS UNDER PMAY HFA (U),47,9,javascript
PRM/KA/RERA/1275/448/PR/181010/002047,37,1,javascript
PRM/KA/RERA/1251/446/PR/180521/001774,37,1,javascript
Upkar Gardens,13,2,javascript
ACK/KA/RERA/1274/352/PR/190731/003472,37,1,javascript
SAMARPAN BUILDERS AND DEVELOPERS,32,4,javascript
Space Properties,16,2,javascript
Vinayand Colony,15,2,javascript
Geown Casper Properties Private Limited,39,5,javascript
ICONEST 5,9,2,javascript
Valstel Builders,16,2,javascript
PRM/KA/RERA/1251/310/PR/180120/001735,37,1,javascript
SHANKARA AGRAHARAM,18,2,javascript
PRM/KA/RERA/1248/469/PR/040422/004812,37,1,javascript
PRM/KA/RERA/1251/446/PR/190423/002529,37,1,javascript
Mantri Manyata Lithos,21,3,javascript
GAYATHRI DEVI LAYOUT,20,3,javascript
Construction of 250 houses,26,4,javascript
PRM/KA/RERA/1248/469/PR/050224/006613,37,1,javascript
ACK/KA/RERA/1249/447/PR/240123/006764,37,1,javascript
GOVIANU GURIKAR LUXURIA,23,3,javascript
TOR/ACK/KA/RERA/1250/301/PR/220721/006162,41,1,javascript
PRM/KA/RERA/1257/334/PR/180424/006796,37,1,javascript
PRM/KA/RERA/1250/301/PR/060623/005973,37,1,javascript
ARYAN GOLDEN ARENA,18,3,javascript
PRM/KA/RERA/1268/378/PR/210422/004839,37,1,javascript
PR/KN/170831/001919,19,1,javascript
PRM/KA/RERA/1251/472/PR/210219/003930,37,1,javascript
Sreedhar K R 68/2 A,19,5,javascript
PRESIDENCY BUILDERS &amp; DEVELOPERS,36,4,javascript
Yashasvi Enclave,16,2,javascript
PRM/KA/RERA/1268/378/PR/180119/001557,37,1,javascript
S K DWARAKA,11,3,javascript
Kumari Oak Ville,16,3,javascript
GUNINA MELLOW,13,2,javascript
SHRI SAI RANGA LAYOUT,21,4,javascript
BALAJI ELITE 2,14,3,javascript
RAJA HOUSING AND CONSTRUCTION,29,4,javascript
REDBRICKS PALM HILLS BLOCK B AND BLOCK C,40,8,javascript
BHAGYALAXMI GARDEN,18,2,javascript
ACK/KA/RERA/1248/469/PR/030322/005731,37,1,javascript
ACK/KA/RERA/1267/484/PR/080822/006217,37,1,javascript
Shyhadri Hills,14,2,javascript
THE NASHVILLE,13,2,javascript
PRM/KA/RERA/1270/302/PR/211222/005550,37,1,javascript
ACK/KA/RERA/1251/472/PR/060323/006925,37,1,javascript
PR/KN/170914/002086,19,1,javascript
SNR HOMES,9,2,javascript
ACK/KA/RERA/1274/354/PR/210223/004726,37,1,javascript
PRM/KA/RERA/1251/310/PR/181010/002044,37,1,javascript
CHOWRIAPPA CONSTRUCTIONS PVT. LTD.,34,4,javascript
DRISTI HABITAT,14,2,javascript
"Sobha Brooklyn Towers - Town Park Phase 5, W3",45,9,javascript
ROSHAN GARDENIA APARTMENT,25,3,javascript
ACK/KA/RERA/1251/309/PR/210918/005254,37,1,javascript
Brigade Sapphire,16,2,javascript
PRM/KA/RERA/1268/378/PR/190809/002796,37,1,javascript
PRM/KA/RERA/1248/469/PR/041023/006301,37,1,javascript
Suvarna Nagara,14,2,javascript
ACK/KA/RERA/1250/304/PR/210113/004508,37,1,javascript
PRM/KA/RERA/1250/303/PR/100222/004693,37,1,javascript
PRM/KA/RERA/1266/390/PR/160622/004992,37,1,javascript
Rathnamma,9,1,javascript
Saroj SilverOak,15,2,javascript
MALU PLATINUM CITY,18,3,javascript
ACK/KA/RERA/1268/378/PR/200219/003915,37,1,javascript
DIVINE HOMES,12,2,javascript
Green Life,10,2,javascript
PR/KN/170831/001865,19,1,javascript
COCOALDEA PREMIO,16,2,javascript
ACK/KA/RERA/1251/446/PR/011022/006369,37,1,javascript
Shankara Agraharam Sri Ramanuja Enclave,39,5,javascript
GOLDEN PALMS,12,2,javascript
PRM/KA/RERA/1253/286/PR/180124/006558,37,1,javascript
Blue diamond properties holdings private limited,48,6,javascript
YD EXOTICA,10,2,javascript
PRM/KA/RERA/1257/333/PR/200515/003396,37,1,javascript
PRM/KA/RERA/1251/446/PR/171023/001139,37,1,javascript
Vista Spaces LLP,16,3,javascript
PR/KN/170730/000457,19,1,javascript
K C MALLIKARJUNA,16,3,javascript
ACK/KA/RERA/1251/308/PR/050624/008214,37,1,javascript
CALIBER PROPERTIES,18,2,javascript
ACK/KA/RERA/1251/310/PR/030223/006793,37,1,javascript
One World,9,2,javascript
M/S. EAST NORTH VVS REALTY,26,5,javascript
PR/KN/170729/000328,19,1,javascript
GANGADHAR NAYAK,15,2,javascript
Elite vista 27,14,3,javascript
PRM/KA/RERA/1251/446/PR/101122/005450,37,1,javascript
ACK/KA/RERA/1248/440/PR/291122/006570,37,1,javascript
VCITI PROJECTS LLP,18,3,javascript
SALARPURIA REAL ESTATES PRIVATE LIMITED,39,5,javascript
PRM/KA/RERA/1251/310/PR/171223/002046,37,1,javascript
PR/KN/170731/000640,19,1,javascript
ACK/KA/RERA/1263/419/PR/210303/004762,37,1,javascript
CASTLES VISTA PRIVATE LIMITED,29,4,javascript
PRM/KA/RERA/1251/310/PR/171125/000517,37,1,javascript
ACK/KA/RERA/1249/447/PR/110424/008029,37,1,javascript
JR Housing Developers Pvt Ltd,29,5,javascript
A C RAVINDRA,12,3,javascript
KBL Enclave - Phase 2,21,5,javascript
Sree Urban Pinnacle,19,3,javascript
ACK/KA/RERA/1251/446/PR/161122/006529,37,1,javascript
ACK/KA/RERA/1262/434/PR/210724/005098,37,1,javascript
Krishnappa Gowda Layout,23,3,javascript
ACK/KA/RERA/1271/291/PR/240823/007388,37,1,javascript
PRM/KA/RERA/1251/446/PR/171015/000706,37,1,javascript
PRM/KA/RERA/1270/302/PR/210324/006709,37,1,javascript
ACK/KA/RERA/1250/303/PR/181024/002751,37,1,javascript
SIRI SAMRUDDHI ENCLAVE,22,3,javascript
PRM/KA/RERA/1251/309/PR/200219/003286,37,1,javascript
PR/KN/170731/000726,19,1,javascript
ARCHITHA BG ENCLAVE,19,3,javascript
PRM/KA/RERA/1251/309/PR/180217/002704,37,1,javascript
ACK/KA/RERA/1251/309/PR/020123/006687,37,1,javascript
PRM/KA/RERA/1249/447/PR/211117/004504,37,1,javascript
SRS SHELTERS,12,2,javascript
shree mookabika builders &amp; developers,41,5,javascript
LINEA PROPERTIES,16,2,javascript
ACK/KA/RERA/1251/472/PR/130324/007951,37,1,javascript
PRM/KA/RERA/1251/472/PR/041122/005398,37,1,javascript
PR/KN/180310/002839,19,1,javascript
Heritage Nagar 1,16,3,javascript
ACK/KA/RERA/1251/446/PR/130723/007275,37,1,javascript
BURUKAPALLI LAYOUT,18,2,javascript
PRM/KA/RERA/1257/334/PR/200103/003097,37,1,javascript
MANASUM AVIGHNA,15,2,javascript
HASIRU TECHNOLOGIES PRIVATE LIMITED,35,4,javascript
PRM/KA/RERA/1251/310/PR/140324/006701,37,1,javascript
ACK/KA/RERA/1251/309/PR/170322/005782,37,1,javascript
firmName,8,1,javascript
PRM/KA/RERA/1273/318/PR/191222/005534,37,1,javascript
ACK/KA/RERA/1271/486/PR/051222/006583,37,1,javascript
ASHWASURYA ATHARVA RITEWAY,26,3,javascript
SARITHA DEVELOPERS,18,2,javascript
PRM/KA/RERA/1257/333/PR/190809/002786,37,1,javascript
ACK/KA/RERA/1265/347/PR/270122/005621,37,1,javascript
ACK/KA/RERA/1250/304/PR/130822/006233,37,1,javascript
ASTRO LAND DEVELOPERS,21,3,javascript
ACK/KA/RERA/1248/469/PR/210806/005129,37,1,javascript
PRM/KA/RERA/1259/410/PR/171026/000340,37,1,javascript
PRM/KA/RERA/1257/334/PR/171015/000846,37,1,javascript
Prashant Layout Sy no – 77/2,28,6,javascript
TRIFECTA VERDEEN RESPLANDOR ROW HOUSE PHASE-3,45,6,javascript
Ubercorp Infrastructure LLP,27,3,javascript
ACK/KA/RERA/1251/446/PR/180927/002671,37,1,javascript
PRM/KA/RERA/1250/307/PR/180507/001624,37,1,javascript
AERO GREENS,11,2,javascript
PRM/KA/RERA/1251/308/PR/060924/007003,37,1,javascript
PR/KN/170730/000431,19,1,javascript
PRM/KA/RERA/1250/303/PR/300922/005285,37,1,javascript
SHILPA RATHNA,13,2,javascript
SIDDHI SAI LAYOUT,17,3,javascript
ACK/KA/RERA/1263/423/PR/211024/005347,37,1,javascript
Sreenadh Infra Projects India Private Limited,45,6,javascript
ACK/KA/RERA/1250/303/PR/180417/002180,37,1,javascript
PRM/KA/RERA/1268/381/PR/101122/005444,37,1,javascript
PRM/KA/RERA/1251/446/PR/201001/003605,37,1,javascript
Maarq Alpha,11,2,javascript
ARK GLOBAL ESTATES,18,3,javascript
JP TULIPS,9,2,javascript
Lotus Landmarks (I) Pvt Ltd,27,5,javascript
ACK/KA/RERA/1251/308/PR/181023/007521,37,1,javascript
AGOCHS LTD,10,2,javascript
ACK/KA/RERA/1251/446/PR/180914/002625,37,1,javascript
PRM/KA/RERA/1251/446/PR/171016/001017,37,1,javascript
PRM/KA/RERA/1251/309/PR/210222/004723,37,1,javascript
PRM/KA/RERA/1251/310/PR/171019/000785,37,1,javascript
H B Sridhara,12,3,javascript
PR/KN/170731/000658,19,1,javascript
ACK/KA/RERA/1251/308/PR/130723/007272,37,1,javascript
Renaissance Reserva,19,2,javascript
PRM/KA/RERA/1251/310/PR/071122/005412,37,1,javascript
ACK/KA/RERA/1259/479/PR/200710/004121,37,1,javascript
ACK/KA/RERA/1250/307/PR/211026/005415,37,1,javascript
BHANDARY CANYON,15,2,javascript
ACK/KA/RERA/1251/446/PR/200622/006061,37,1,javascript
VAIBHAV GREENS PHASE-III,24,3,javascript
P.Ramamurthy,12,1,javascript
PRM/KA/RERA/1254/465/PR/181103/002112,37,1,javascript
ACK/KA/RERA/1251/310/PR/210528/004993,37,1,javascript
Esteem Kings Dwelling Private Limited,37,5,javascript
PRM/KA/RERA/1259/410/PR/180217/001777,37,1,javascript
VADIRAJ ASSOCIATES,18,2,javascript
PUJITHA HOMES,13,2,javascript
ACK/KA/RERA/1271/294/PR/210522/004988,37,1,javascript
LATE JANAB MAKUNTE HONNUR SAB WIFE FATHIMA BI HN PURA COLONY,60,11,javascript
PRM/KA/RERA/1257/334/PR/020823/006107,37,1,javascript
PRM/KA/RERA/1251/446/PR/190327/002495,37,1,javascript
PR/KN/170729/000394,19,1,javascript
Rain Drop,9,2,javascript
PR/KN/180301/002807,19,1,javascript
ACK/KA/RERA/1263/419/PR/180730/002506,37,1,javascript
PR/KN/170831/001340,19,1,javascript
Construction of 1293 Dus at Kenchanapura Sy.No.63,49,7,javascript
PRM/KA/RERA/1251/472/PR/210731/004208,37,1,javascript
Sobha Victoria park phase 1,27,5,javascript
PRM/KA/RERA/1251/446/PR/051024/007123,37,1,javascript
SRI LORVEN EMERALD,18,3,javascript
ACK/KA/RERA/1251/309/PR/180430/002205,37,1,javascript
PRM/KA/RERA/1257/334/PR/171214/001753,37,1,javascript
G CORP RESIDENCES,17,3,javascript
H M O S LAYOUT 1 ST PHASE,25,8,javascript
ACK/KA/RERA/1251/446/PR/210311/004804,37,1,javascript
Aarushi Residency - &#039;The Rising Sun&#039;,46,6,javascript
ACK/KA/RERA/1250/304/PR/040222/005646,37,1,javascript
DHAVALGIRI APARTMENTS,21,2,javascript
samrajya p-2,12,2,javascript
PRM/KA/RERA/1251/446/PR/170915/000216,37,1,javascript
ACK/KA/RERA/1251/446/PR/181218/002909,37,1,javascript
BM PRISTINE,11,2,javascript
ACK/KA/RERA/1259/410/PR/180124/007776,37,1,javascript
Shree Navadurga,15,2,javascript
RAAM RESIDENCY,14,2,javascript
venkataramana venture venkatadri hills,38,4,javascript
PR/KN/180113/002641,19,1,javascript
ACK/KA/RERA/1251/309/PR/240423/007061,37,1,javascript
HM Infratech Private Limited,28,4,javascript
M/s. JUST NATURAL,17,3,javascript
PRM/KA/RERA/1250/303/PR/190330/002515,37,1,javascript
PR/KN/170803/000803,19,1,javascript
PRM/KA/RERA/1254/462/PR/020922/005200,37,1,javascript
ACK/KA/RERA/1251/308/PR/151121/005460,37,1,javascript
ACK/KA/RERA/1248/469/PR/061122/006499,37,1,javascript
PR/KN/170906/001988,19,1,javascript
P MOHAMMAD RAFEEQUE and others,30,5,javascript
ACK/KA/RERA/1265/339/PR/280922/006368,37,1,javascript
Westbury Hospitality Pvt Ltd,28,4,javascript
Guddappa Barki,14,2,javascript
PRM/KA/RERA/1251/309/PR/211008/004359,37,1,javascript
Spoorthy,8,1,javascript
CHIKKAMUNISWAMY,15,1,javascript
JHANVI HERITAGE,15,2,javascript
PRM/KA/RERA/1251/309/PR/180130/001975,37,1,javascript
SHRI SAI BALAJI CONSTRUCTIONS,29,4,javascript
UNITECH RIVER VIEW,18,3,javascript
N.R. BUILDERS&amp;DEVELOPERS,28,2,javascript
M J Lifestyle - Avershine,25,5,javascript
Venkateshwara Layout,20,2,javascript
KBN Project,11,2,javascript
ACK/KA/RERA/1269/385/PR/210219/004697,37,1,javascript
ACK/KA/RERA/1257/334/PR/260624/008275,37,1,javascript
PRM/KA/RERA/1251/309/PR/171026/000322,37,1,javascript
Pride Crosswinds Phase-II,25,3,javascript
ACK/KA/RERA/1251/308/PR/301221/005562,37,1,javascript
PR/KN/171024/002255,19,1,javascript
Millennial Luxury Estates Private Limited,41,5,javascript
Shankara Agraharam Raghavendra Enclave,38,4,javascript
ACK/KA/RERA/1249/447/PR/210416/004923,37,1,javascript
REDDY HOUSING PRIVATE LIMITED,29,4,javascript
ACK/KA/RERA/1268/381/PR/110522/005943,37,1,javascript
